QKEY,Device_Type_W35,LANGUAGE_W35,FORM_W35,ALG1_W35,ECIMPA_W35,ECIMPB_W35,ECIMPC_W35,ECIMPD_W35,ECIMPE_W35,ECIMPF_W35,ECIMPG_W35,ECIMPH_W35,TC2A_W35,TC2B_W35,TC2C_W35,TC3A_W35,TC3B_W35,TC3C_W35,TC4_W35,TC5_W35,TC6A_W35,TC6B_W35,SNSA_W35,SNSB_W35,SNSE_W35,SNSH_W35,SNSJ_W35,SNSL_W35,SNSUSER_W35,SNSFRA_W35,SNSFRB_W35,SM1A_W35,SM1B_W35,SM1C_W35,SM1D_W35,SM1E_W35,SM1F_W35,SM2A_W35,SM2B_W35,SM2C_W35,SM2D_W35,SM3_W35,SM4A_W35,SM4B_W35,SM4C_W35,SM4D_W35,SM5A_W35,SM5B_W35,SM5C_W35,SM5D_W35,SM6A_W35,SM6B_W35,SM7_W35,SM8A_W35,SM8B_W35,SM8C_W35,SM9A_W35,SM9B_W35,SM9C_W35,SM9D_W35,SM9E_W35,SM10A_W35,SM10B_W35,SM10C_W35,SM10D_W35,SM10E_W35,SM11_W35,SM12A_W35,SM12B_W35,SM12C_W35,SM13A_W35,SM13B_W35,SM13C_W35,SM14A_W35,SM14B_W35,SM14C_W35,SM14D_W35,FB1_W35,FB2_W35,FB3A_W35,FB3B_W35,FB3C1_W35,FB3C2_W35,FB3C3_W35,FB3C4_W35,FB3C5_W35,FB3C6_W35,FB4A_W35,FB4B_W35,FB5A_W35,FB5B_W35,FB5C_W35,FB5D_W35,YT1A_W35,YT1B_W35,YT1C_W35,YT1D_W35,YT2_W35,YT3A_W35,YT3B_W35,YT3C_W35,YT4_W35,YT5_W35,V1_W35,V1Q1_W35,V1Q2_W35,V1Q3_W35,V1Q4_POS1_W35,V1Q4_POS2_W35,V1Q4_POS3_W35,V1Q4_POS4_W35,V1Q4_POS5_W35,V1Q4_NEG1_W35,V1Q4_NEG2_W35,V1Q4_NEG3_W35,V1Q4_NEG4_W35,V1Q4_NEG5_W35,V1Q4_OTHER_W35,V1Q4_DK_W35,V1Q4_Refused_W35,V2Q1_W35,V2Q2_W35,V2Q3_W35,V2Q4_POS1_W35,V2Q4_POS2_W35,V2Q4_POS3_W35,V2Q4_POS4_W35,V2Q4_POS5_W35,V2Q4_NEG1_W35,V2Q4_NEG2_W35,V2Q4_NEG3_W35,V2Q4_NEG4_W35,V2Q4_NEG5_W35,V2Q4_DK_W35,V2Q4_OTHER_W35,V2Q4_Refused_W35,V2_W35,V3Q1_W35,V3Q2_W35,V3Q3_W35,V3Q4_POS1_W35,V3Q4_POS2_W35,V3Q4_POS3_W35,V3Q4_POS4_W35,V3Q4_NEG1_W35,V3Q4_NEG2_W35,V3Q4_NEG3_W35,V3Q4_NEG4_W35,V3Q4_NEG5_W35,V3Q4_OTHER_W35,V3Q4_DK_W35,V3Q4_Refused_W35,V4Q1_W35,V4Q2_W35,V4Q3_W35,V4Q4_POS1_W35,V4Q4_POS2_W35,V4Q4_POS3_W35,V4Q4_POS4_W35,V4Q4_POS5_W35,V4Q4_NEG1_W35,V4Q4_NEG2_W35,V4Q4_NEG3_W35,V4Q4_OTHER_W35,V4Q4_DK_W35,V4Q4_Refused_W35,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,WEIGHT_W35
201501641428,1,9,1,2,3,3,1,3,NA,NA,NA,NA,2,1,1,2,2,2,3,3,1,1,1,0,0,1,0,0,1,1,3,4,2,1,4,2,4,2,2,2,2,1,2,3,3,2,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,3,1,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,1,4,2,2,2,2,3,2,3,3,3,4,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,6,2,1,1,1,1,12,NA,6,3,1,1,9,1,1,3,1,1,0.2129258663
201501641816,1,9,2,1,NA,NA,NA,NA,3,1,2,2,3,1,1,1,2,1,3,1,2,1,1,1,0,1,0,0,1,1,1,3,2,1,3,2,3,1,3,3,1,2,1,3,3,1,1,3,2,3,1,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,1,3,3,4,2,2,2,2,2,1,3,2,3,2,1,1,1,1,0,1,0,2,3,2,1,2,2,3,2,1,1,2,3,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,4,1,1,3,1,6,1,2,5,3,2,2,3,3,2,3,1,2,7.1457755586
201501641880,1,9,2,2,NA,NA,NA,NA,1,1,3,2,3,1,1,1,2,2,3,3,3,2,0,0,1,1,0,0,1,NA,2,2,1,1,3,1,2,2,2,2,1,2,1,1,1,1,4,4,4,4,3,3,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,3,4,4,4,4,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,2,1,1,1,1,12,NA,6,2,NA,2,9,1,1,4,1,1,0.2224352486
201501642191,1,9,2,1,NA,NA,NA,NA,1,1,1,2,4,2,2,1,2,1,1,1,99,1,0,0,0,1,0,0,1,NA,2,1,3,1,1,3,1,1,1,2,1,2,1,1,1,1,2,2,2,4,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,4,4,3,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,3,1,1,3,1,6,9,NA,6,3,99,9,7,1,1,3,1,2,2.4015655929
201501642238,1,9,2,2,NA,NA,NA,NA,3,1,3,3,3,1,1,1,2,2,3,1,3,1,1,0,0,1,0,0,1,1,3,1,2,1,3,1,3,1,2,2,1,1,1,1,3,1,2,3,2,2,2,3,3,2,2,2,2,2,2,3,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,3,3,4,3,2,3,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,3,1,3,2,2,1,1,1,6,2,2,5,2,NA,2,99,99,1,5,1,2,1.9153837744
201501642248,2,9,1,2,3,3,3,3,NA,NA,NA,NA,3,1,2,1,1,2,2,1,3,3,0,0,0,0,0,0,0,NA,NA,2,2,2,3,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,2,2,1,1,1,3,1,1,3,3,1,1,1,3,3,4,0,2,7.1457755586
201501642779,1,9,2,2,NA,NA,NA,NA,1,1,2,2,4,2,2,1,1,1,2,1,3,1,1,0,0,1,0,0,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,3,1,3,4,3,4,2,1,2,1,2,2,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,3,3,3,1,1,1,1,1,1,0,1,3,2,1,1,2,4,2,2,1,2,2,4,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,6,2,1,1,1,1,10,NA,4,2,NA,2,4,2,1,4,1,2,0.8059855485
201501643163,3,9,1,2,2,2,2,2,NA,NA,NA,NA,4,1,1,2,1,2,3,3,2,1,0,0,0,1,0,0,1,NA,3,4,4,4,4,4,4,4,4,4,4,1,4,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,3,4,4,4,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,5,2,3,4,1,1,8,NA,3,1,NA,1,9,1,1,2,1,2,0.5420845941
201501644015,1,9,2,2,NA,NA,NA,NA,1,1,2,2,3,1,1,1,1,1,3,3,3,1,1,0,0,1,0,0,1,1,1,2,3,2,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,3,3,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,4,4,4,1,2,1,3,3,2,4,2,2,1,1,1,0,1,1,1,0,3,2,2,2,2,2,3,2,3,1,2,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,5,2,1,1,1,6,1,1,2,3,1,1,3,3,1,3,1,2,1.429351505
201501644026,1,9,1,2,1,3,2,1,NA,NA,NA,NA,3,1,1,1,2,1,3,1,3,1,0,1,1,0,0,0,1,NA,NA,2,1,2,2,2,4,2,1,1,1,2,1,2,1,2,1,2,2,2,3,3,1,2,2,2,2,2,2,1,3,1,1,1,2,2,2,3,4,4,3,3,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,2,1,6,2,1,1,1,1,1,1,2,1,NA,1,8,1,1,2,1,1,0.4968671844
201501644034,1,9,2,2,NA,NA,NA,NA,1,1,2,2,4,2,2,2,2,1,2,1,2,1,1,0,0,1,1,0,1,3,3,1,3,2,2,3,2,1,2,2,1,2,2,1,1,1,3,3,2,4,2,1,2,2,2,1,3,2,3,2,2,1,2,2,2,2,2,4,4,4,3,3,3,2,2,2,2,4,3,3,1,1,0,0,0,1,0,2,3,1,2,2,2,3,2,3,3,2,3,3,3,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,4,2,1,1,1,1,1,1,2,1,NA,1,8,1,1,2,1,2,2.0656985137
201501644301,1,9,2,2,NA,NA,NA,NA,3,1,3,2,3,1,1,2,1,2,3,3,1,1,1,0,0,1,1,0,1,2,3,3,2,1,3,1,3,1,2,2,2,2,1,2,3,1,2,2,2,2,3,3,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,3,3,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,1,3,2,2,1,2,2,1,2,3,2,2,3,2,NA,NA,1,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,1,1,5,2,1,1,1,6,10,NA,5,3,2,2,7,1,1,3,1,1,0.2135072504
201501644438,3,9,2,1,NA,NA,NA,NA,1,1,3,3,2,1,1,2,1,2,3,2,3,3,1,0,1,1,1,1,1,1,1,3,2,2,4,3,3,3,2,1,2,2,1,3,3,1,1,4,1,4,3,3,2,2,2,2,1,3,1,1,3,2,2,1,1,2,2,4,4,4,2,3,4,2,2,2,1,1,3,2,2,NA,NA,NA,NA,NA,NA,1,4,1,2,1,2,1,1,1,1,1,2,3,3,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,6,2,1,1,2,3,10,NA,6,4,1,1,3,3,3,2,1,1,0.3923352512
201501644831,3,9,2,1,NA,NA,NA,NA,3,3,1,2,1,1,1,2,1,2,1,2,1,1,0,1,0,0,0,0,1,NA,NA,2,1,1,2,1,4,1,2,1,2,2,1,1,1,1,2,2,3,2,3,3,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,1,1,5,2,1,1,1,1,1,1,4,4,1,1,6,2,1,1,1,1,0.4012023669
201501644858,1,9,1,2,1,1,1,1,NA,NA,NA,NA,3,1,1,2,2,2,3,3,2,1,1,0,0,1,0,0,1,1,2,2,1,1,4,1,4,1,2,1,1,2,1,1,1,1,2,2,3,1,1,2,1,2,2,2,3,1,3,3,1,2,2,1,2,2,2,2,2,2,2,3,3,1,3,2,1,3,3,3,2,NA,NA,NA,NA,NA,NA,2,4,2,2,2,2,4,2,4,4,2,4,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,4,2,1,1,1,1,1,2,1,1,NA,1,5,2,1,2,1,1,0.2244147204
201501644990,1,9,2,2,NA,NA,NA,NA,1,1,1,2,4,2,1,2,2,1,2,1,3,1,0,0,1,1,0,0,1,NA,1,1,2,1,2,2,1,2,99,2,1,2,1,2,3,2,2,2,3,4,2,3,2,1,2,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,2,2,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,2,1,2,3,2,1,1,1,2,10,NA,4,4,1,1,6,2,1,3,1,2,2.5604516912
201501645055,3,9,1,1,3,2,3,3,NA,NA,NA,NA,3,1,1,2,2,2,3,1,1,1,0,0,0,1,0,0,1,NA,1,3,2,1,3,2,4,1,1,3,2,1,1,1,2,2,1,2,4,4,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,4,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,1,1,5,2,3,4,1,6,9,NA,6,2,NA,2,7,1,1,4,1,1,0.230361192
201501645079,1,9,1,2,1,1,2,1,NA,NA,NA,NA,3,1,1,1,2,1,3,1,3,3,0,0,0,1,0,0,1,NA,1,2,2,1,2,1,4,2,3,1,3,2,1,1,1,1,4,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,6,2,1,1,1,1,12,NA,6,2,NA,2,9,1,1,5,1,1,0.1982762084
201501645399,1,9,1,1,1,1,3,1,NA,NA,NA,NA,3,1,1,2,2,2,3,3,3,3,1,1,1,1,0,0,1,1,3,2,2,2,2,2,3,2,1,2,2,2,1,3,4,3,2,3,3,4,1,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,2,4,3,4,3,3,2,3,2,2,3,3,3,2,1,1,1,1,1,1,0,1,2,1,1,1,2,3,2,4,4,3,3,3,2,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,5,2,3,4,1,1,12,NA,4,3,2,2,7,1,1,3,1,1,0.7425349916
201501645610,3,9,2,1,NA,NA,NA,NA,3,3,2,3,3,1,1,2,2,1,3,3,1,3,1,0,1,1,1,0,1,2,3,2,2,1,3,2,2,1,2,1,1,2,2,3,4,1,2,3,2,2,3,1,1,2,2,2,1,2,2,1,3,2,2,1,2,2,2,2,3,4,2,2,2,2,2,2,2,3,3,2,1,1,0,1,1,1,0,2,2,1,1,1,2,3,1,3,2,2,4,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,2,2,1,6,2,1,1,1,4,4,2,3,4,1,1,9,1,1,3,1,1,0.4188472341
201501646045,1,9,1,2,1,1,1,1,NA,NA,NA,NA,4,2,2,2,2,1,2,1,2,1,0,0,0,1,0,0,1,NA,1,4,3,2,4,3,4,1,1,2,1,2,1,1,1,1,4,4,4,4,3,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,4,4,2,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,2,2,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3,1,1,5,2,1,1,1,3,1,1,5,3,1,1,3,3,1,1,1,2,1.2981987121
201501646434,3,9,2,1,NA,NA,NA,NA,1,1,2,3,3,1,1,1,2,2,3,3,3,3,0,0,0,0,0,0,0,NA,NA,1,2,2,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,1,3,2,2,1,1,1,3,1,1,5,3,1,1,1,3,1,2,1,2,2.8668031944
201501646530,3,9,1,2,1,2,2,1,NA,NA,NA,NA,3,1,1,1,1,1,3,3,1,2,1,0,1,0,1,0,1,1,NA,2,3,1,2,3,2,1,3,2,1,2,1,1,1,1,2,3,2,2,3,1,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,3,2,3,1,2,2,2,2,2,2,1,3,3,1,1,0,1,1,1,0,2,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,5,2,1,1,1,6,9,NA,6,2,NA,2,2,3,1,5,1,1,0.3946883274
201501646838,1,9,1,2,2,2,2,2,NA,NA,NA,NA,3,2,2,2,2,1,3,99,3,1,0,0,0,0,0,0,0,NA,NA,2,2,2,1,3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,5,2,1,1,1,3,2,1,1,3,2,2,4,2,1,3,1,1,0.179984939
201501647491,3,9,2,2,NA,NA,NA,NA,3,1,2,2,3,1,1,2,2,2,3,3,1,3,1,1,1,1,0,1,1,2,3,3,3,1,3,1,2,1,1,2,4,2,1,3,99,1,1,1,2,3,3,3,3,2,2,2,3,1,2,3,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,0,1,2,1,1,1,2,2,2,2,3,1,2,3,2,NA,NA,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,5,1,1,3,1,6,2,2,3,4,2,2,3,3,1,3,1,1,0.9958265051
201501647605,3,9,1,2,1,1,3,1,NA,NA,NA,NA,3,2,1,1,2,1,3,1,3,3,1,0,0,1,1,0,1,1,3,2,3,1,2,2,2,2,2,3,2,2,1,2,1,1,2,3,2,4,3,3,1,2,2,2,4,2,2,4,2,1,2,1,2,2,2,4,4,4,2,2,3,2,2,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,3,1,3,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,2,1,1,1,6,1,2,6,1,NA,1,5,2,1,3,1,2,3.5335382287
